id,title,filtered_words_str,label
R074,New Report on Education,authority store yet meet. figure want single whatever low near because. talk film student. law million throughout yes. experts discuss ongoing developments education.,REAL
R007,New Report on Election,prepare pretty actually help. seem sport despite according newspaper. experts discuss ongoing developments election.,REAL
R119,New Report on Climate Change,next apply difficult control. issue energy trip. region discuss rich. experts discuss ongoing developments climate change.,REAL
R087,New Report on Budget Report,describe stand soon high cost certainly build. action purpose wide trial. kitchen bed american pick operation very. experts discuss ongoing developments budget report.,REAL
F145,Miracle Drug Confirmed by Sources,plan create cell within mission. standard example cultural interesting contain language. moment available success move world collection issue. — shocking claims miracle drug surface internet.,FAKE
R065,New Report on Budget Report,child enter nice. half trade family evidence ahead affect occur. experts discuss ongoing developments budget report.,REAL
R208,New Report on Budget Report,area raise necessary million military fly. picture account meet tax. argue every together sense lawyer wall. experts discuss ongoing developments budget report.,REAL
R048,New Report on Budget Report,state crime ask skill want spend body. use last practice weight. middle blood number movement. experts discuss ongoing developments budget report.,REAL
F076,Aliens Confirmed by Sources,matter simply character effort quite kitchen. structure history star. — shocking claims aliens surface internet.,FAKE
R019,New Report on Policy,enter visit information moment. experts discuss ongoing developments policy.,REAL
F115,Immortal Jellyfish Confirmed by Sources,national anything yard live and. page successful. individual ok part black member loss health rate. — shocking claims immortal jellyfish surface internet.,FAKE
R031,New Report on Education,time local suddenly move. physical among idea color. experts discuss ongoing developments education.,REAL
R190,New Report on Research,eye miss thousand good hospital none top. similar state machine. place audience nothing mind care time travel. experts discuss ongoing developments research.,REAL
F057,Mind Control Confirmed by Sources,current learn leave. executive end within investment feel police. — shocking claims mind control surface internet.,FAKE
F158,Immortal Jellyfish Confirmed by Sources,question quite smile. ready research. — shocking claims immortal jellyfish surface internet.,FAKE
F234,Flat Earth Confirmed by Sources,owner surface book present turn. true oil country record. probably character event stop. — shocking claims flat earth surface internet.,FAKE
F155,Flat Earth Confirmed by Sources,newspaper travel never sometimes tend guess market. exactly federal course measure young day interview. four leader gun enter. — shocking claims flat earth surface internet.,FAKE
F106,Flat Earth Confirmed by Sources,century five pass mind. growth answer beautiful. pull quickly throw bag tough. — shocking claims flat earth surface internet.,FAKE
R051,New Report on Policy,simply yes lay really. since agent suggest dream follow husband born. international future letter seven minute keep. fire high ok how. experts discuss ongoing developments policy.,REAL
R203,New Report on Education,situation say green nature program like either. experts discuss ongoing developments education.,REAL
F063,Secret Cure Confirmed by Sources,ready threat modern mother very. seem. — shocking claims secret cure surface internet.,FAKE
R080,New Report on Policy,bring pretty describe relationship control. time reflect method network window. material black hot. experts discuss ongoing developments policy.,REAL
R226,New Report on Public Health,sister society something foreign majority air record. center address door because. program various cup commercial film reality finish. experts discuss ongoing developments public health.,REAL
F144,Hoax Confirmed by Sources,hot argue back relationship radio impact. nature hit size follow become source democrat. character worry figure. — shocking claims hoax surface internet.,FAKE
F241,Flat Earth Confirmed by Sources,win recently upon whatever face. minute civil right choose feeling study. — shocking claims flat earth surface internet.,FAKE
R150,New Report on Election,interview walk amount mission worry food. media say everyone article ball put those. experts discuss ongoing developments election.,REAL
R153,New Report on Research,according eat reflect actually accept. within series clearly explain human western land. experts discuss ongoing developments research.,REAL
F175,Hoax Confirmed by Sources,pretty pm nor. — shocking claims hoax surface internet.,FAKE
F161,Immortal Jellyfish Confirmed by Sources,process manager small machine hit newspaper deep. glass similar. expect democrat yard stand manager others we. — shocking claims immortal jellyfish surface internet.,FAKE
F147,Secret Cure Confirmed by Sources,lawyer item talk image evening network. turn ago begin since thing consider cultural. bag tell situation space. — shocking claims secret cure surface internet.,FAKE
F018,Secret Cure Confirmed by Sources,green anyone mrs above. spring section wall once. — shocking claims secret cure surface internet.,FAKE
F211,Celebrity Scandal Confirmed by Sources,capital cell toward enough enough. form model. — shocking claims celebrity scandal surface internet.,FAKE
R117,New Report on Research,benefit usually state. anyone head kind. everyone visit true rich indeed as. experts discuss ongoing developments research.,REAL
F016,Aliens Confirmed by Sources,company whether watch single set. operation space month role loss concern. — shocking claims aliens surface internet.,FAKE
F029,Flat Earth Confirmed by Sources,miss energy part system two front another. hear remember act radio thank business. wind door mother buy standard knowledge. — shocking claims flat earth surface internet.,FAKE
F205,Celebrity Scandal Confirmed by Sources,check become knowledge until. anyone past become shoulder wait. — shocking claims celebrity scandal surface internet.,FAKE
R112,New Report on Economic Growth,turn face product network say. career hour form discover. design strategy treat campaign skin sport. experts discuss ongoing developments economic growth.,REAL
F218,Government Cover-Up Confirmed by Sources,wrong camera challenge radio soldier determine. around try production wonder back officer. popular meeting theory environment attack. sister fish recent data general. — shocking claims government cover-up surface internet.,FAKE
R187,New Report on Education,affect small color blood political structure. service book process ready student. experts discuss ongoing developments education.,REAL
F087,Celebrity Scandal Confirmed by Sources,product value sound guy sell. plant part oil world time growth. nature trade always government stage strong. — shocking claims celebrity scandal surface internet.,FAKE
R171,New Report on Education,painting big carry. feeling picture drug state. marriage report yet year hour letter. experts discuss ongoing developments education.,REAL
R113,New Report on Technology Breakthrough,water everything step. necessary character check anyone change together develop. everybody pm yet yes. experts discuss ongoing developments technology breakthrough.,REAL
R222,New Report on Public Health,left choose start western letter accept. ball sea hope ahead surface least stay. experts discuss ongoing developments public health.,REAL
F233,Secret Cure Confirmed by Sources,child never dinner table growth. member job summer resource put. — shocking claims secret cure surface internet.,FAKE
R223,New Report on Climate Change,example service start. quite list crime son so. board pattern this. experts discuss ongoing developments climate change.,REAL
F224,Secret Cure Confirmed by Sources,may particular miss effect. situation must compare production economic draw. — shocking claims secret cure surface internet.,FAKE
R181,New Report on Climate Change,way serious new however anything. different base factor certain attack. change color plan push. experts discuss ongoing developments climate change.,REAL
R056,New Report on Public Health,structure team one however star. market pay art bill around daughter which. face party apply. experts discuss ongoing developments public health.,REAL
R110,New Report on Education,accept black performance require practice school program skin. guy responsibility less within southern everything. experts discuss ongoing developments education.,REAL
R219,New Report on Education,effect doctor win rich. professional writer tree set cost land sing. wide free town. experts discuss ongoing developments education.,REAL
R224,New Report on Education,media process hope mean together. tree two require mouth. fill big per tv direction sometimes. seem almost break debate i. experts discuss ongoing developments education.,REAL
F178,Immortal Jellyfish Confirmed by Sources,feeling pass national account others. service foreign painting else career. ago art camera. serious west writer authority table stage least. — shocking claims immortal jellyfish surface internet.,FAKE
F074,Secret Cure Confirmed by Sources,site certainly think true threat keep. — shocking claims secret cure surface internet.,FAKE
R034,New Report on Budget Report,draw answer federal turn old professional long into. performance hospital together imagine free. money heavy magazine today glass ask. experts discuss ongoing developments budget report.,REAL
R095,New Report on Policy,necessary sense occur air. past tonight arm government board health. describe purpose land. experts discuss ongoing developments policy.,REAL
F011,Aliens Confirmed by Sources,modern prove program compare leave. benefit look matter something since. church risk development account hospital. bit staff building. — shocking claims aliens surface internet.,FAKE
R162,New Report on Policy,eight property leader try reason. never list president. experts discuss ongoing developments policy.,REAL
R218,New Report on Election,five event across newspaper. arm box significant drive director lay. risk state resource race. experts discuss ongoing developments election.,REAL
F136,Miracle Drug Confirmed by Sources,body consider rather test. memory system feel necessary. middle exist follow fly country. — shocking claims miracle drug surface internet.,FAKE
R108,New Report on Economic Growth,structure concern dream start fall. individual morning million. manager way among. increase contain let bag. experts discuss ongoing developments economic growth.,REAL
R186,New Report on Research,message camera star challenge enjoy indicate safe. game american new around. sister prevent modern. experts discuss ongoing developments research.,REAL
R248,New Report on Technology Breakthrough,measure throughout foreign. simply tv instead drive standard this. experts discuss ongoing developments technology breakthrough.,REAL
F045,Immortal Jellyfish Confirmed by Sources,start factor toward ready simply industry. consider room include military member whether strong decide. site true body community special north. — shocking claims immortal jellyfish surface internet.,FAKE
F092,Secret Cure Confirmed by Sources,black dog throw. cut night decide study family. value detail thank candidate positive. — shocking claims secret cure surface internet.,FAKE
R100,New Report on Technology Breakthrough,house summer throughout per easy gun. experts discuss ongoing developments technology breakthrough.,REAL
